id,version,id_code,name,group_code,group_label,tier,phase,likely_phase,phase_rationale,key_figures,primary_source,one_line_pitch,description,connects_to_raw,connects_to_ids,master_table_connections,discipline_phase,discipline_name,source_file,source_date
v7-iannis-xenakis,v7,A10,Iannis Xenakis,A,Group A — Individual Thinkers & Creators,,,,,Metastaseis|Pithoprakta|the Philips Pavilion|Formalized Music|the UPIC system,"Metastaseis, Formalized Music, UPIC",Stochastic composition and architecture as one act,"Architect, composer, engineer, and former assistant to Le Corbusier. Xenakis introduced stochastic processes, game theory, and Markov chains into musical composition; he helped design Le Corbusier's Philips Pavilion (Brussels Expo, 1958), whose ruled-surface geometry he then reused for the string-glissando score of *Metastaseis*. The UPIC system let users draw sound directly onto a graphics tablet decades before digital audio workstations did the same. *Formalized Music* remains a remarkable document: part manifesto, part mathematical appendix.",Generative Music (v5)|Architecture|Probability|Mathematical Physics (v5)|Stochastic Processes (v6),v5-generative-music-and-algorithmic-composition|||v5-mathematical-physics-and-symmetry|v6-stochastic-processes-and-random-walks,,9,"Signal, Sound & Simulation",research-topics-v7.md,2026-04-16
v7-john-cage,v7,A11,John Cage,A,Group A — Individual Thinkers & Creators,,,,,4′33″|Music of Changes|Sonatas and Interludes for Prepared Piano|Silence|HPSCHD,"4′33″, Silence, I Ching scores","Chance, silence, indeterminacy as method","The 20th century's most influential advocate of chance, silence, and the idea that anything can be listened to as music. Cage's collaborations with Merce Cunningham, his use of the *I Ching* to generate scores, and his writings (*Silence* especially) remade concert music, dance, and visual art alike. Love him or hate him, it is nearly impossible to do post-war music theory without him; his influence on Eno, the New York School, and most of generative art is direct.",Music Theory|Eastern Philosophy|Xenakis|Generative Music (v5),|v5-eastern-philosophy||v5-generative-music-and-algorithmic-composition,,9,"Signal, Sound & Simulation",research-topics-v7.md,2026-04-16
v7-andrei-tarkovsky,v7,A12,Andrei Tarkovsky,A,Group A — Individual Thinkers & Creators,,,,,Solaris|Stalker|Mirror|Andrei Rublev|Nostalghia|Sculpting in Time,"Stalker, Mirror, Sculpting in Time",Cinema as sculpture in time,"Seven films and one book of theory; no wasted gestures in any of them. Tarkovsky's long takes, textured landscapes, and patient accumulation of time make his cinema feel closer to sculpture than to narrative. The long dolly over a swampy room in *Stalker*, the burning barn in *Mirror*, the candle scene in *Nostalghia* — each is an argument about cinematic duration. *Sculpting in Time* is among the most readable books ever written by a filmmaker about their own medium.",Filmmaking|Phenomenology (v5)|Eastern Philosophy|Photography,|v5-phenomenology-and-embodied-experience|v5-eastern-philosophy|v5-photography-and-optics,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-akira-kurosawa,v7,A13,Akira Kurosawa,A,Group A — Individual Thinkers & Creators,,,,,Seven Samurai|Rashomon|Yojimbo|Ran|Ikiru|High and Low,"Seven Samurai, Rashomon",Frame composition and multi-viewpoint narrative,"A master of frame composition and movement within the frame, and the filmmaker who — with *Rashomon* — taught mainstream cinema how to tell a story from multiple subjective viewpoints. Kurosawa's influence on Lucas, Spielberg, Leone, and the entire Hollywood action tradition is so direct that he is often more felt than cited. *Something Like an Autobiography* and his published storyboards (which are complete watercolor paintings) are primary-source craft material.",Filmmaking|Rhetoric & Narrative (v5)|Japanese Aesthetics|Moebius,||v7-japanese-aesthetics|,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-hayao-miyazaki-studio-ghibli,v7,A14,Hayao Miyazaki / Studio Ghibli,A,Group A — Individual Thinkers & Creators,,,,,Spirited Away|My Neighbor Totoro|Princess Mononoke|Nausicaä of the Valley of the Wind|The Wind Rises,"Spirited Away, Mononoke, The Wind Rises",Hand-drawn animation with an ethics of labor,"A body of work unified by a distinctive ethic: respect for labor, skepticism of easy morality, love of the nonhuman, and a commitment to hand-drawn animation at industrial scale. *Starting Point* and *Turning Point* (Miyazaki's essay collections) are as substantial as the films. The studio itself — co-founded with Isao Takahata and Toshio Suzuki — is a case study in sustaining craft inside a punishing industry, and the 2019 documentary *Never-Ending Man* captures the ethos.",Filmmaking|Moebius|Narrative (v5)|Ethics (Group D),|||v7-ethics-consequentialism-deontology-virtue,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-m-c-escher,v7,A15,M.C. Escher,A,Group A — Individual Thinkers & Creators,,,,,Metamorphosis|Ascending and Descending|Drawing Hands|Relativity|the Circle Limit series,"Metamorphosis, Circle Limits",Tessellation and impossible figures as visual math,"The great visual mathematician of tessellation, impossible figures, and non-Euclidean ornament. Escher's correspondence with H.S.M. Coxeter on hyperbolic tilings (Circle Limit I–IV are direct applications of Coxeter's diagrams), and his late engagement with Penrose's impossible triangle, make him a genuine bridge between fine art and formal mathematics. His prints have been over-used in kitsch, but the underlying craft is exceptional, and the drawings of regular division of the plane reward careful study.",Geometry & Topology|Islamic Geometric Patterns (v6)|GEB (Group B)|Algorithmic Art,|v6-islamic-geometric-patterns-and-ornament||,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-jorge-luis-borges,v7,A16,Jorge Luis Borges,A,Group A — Individual Thinkers & Creators,,,,,Ficciones|Labyrinths|The Aleph|The Library of Babel|Tlön Uqbar Orbis Tertius,"Ficciones, Labyrinths","Infinite libraries, forking paths, hypertext avant la lettre","A library's worth of intellectual frontiers packed into short stories. Infinite books, pure-mathematical fictions, self-referential encyclopedias, time branching like a garden of forking paths. Borges's stories anticipated hypertext, multiverse cosmology, and much of postmodern metafiction — but they also simply *work* as stories, which is rarer than it sounds. His essays on Kafka, Coleridge, and the Kabbalah are nearly as strange as the fiction.",Hypertext (v6)|Philosophy of Mathematics (v5)|Eastern Philosophy|Writing Systems (v5),v6-hypertext-and-hypermedia|v5-philosophy-of-mathematics|v5-eastern-philosophy|v5-writing-systems-notation-and-symbolic-representation,,4,"Language, Signs & Representation",research-topics-v7.md,2026-04-16
v7-italo-calvino,v7,A17,Italo Calvino,A,Group A — Individual Thinkers & Creators,,,,,Invisible Cities|If on a winter's night a traveler|Cosmicomics|The Castle of Crossed Destinies|Six Memos for the Next Millennium,"Invisible Cities, Six Memos",Literary structure as combinatorial design,"A writer who treated literary structure as a combinatorial design problem. *Invisible Cities* is a field guide to unstable architectures, narrated by Marco Polo to Kublai Khan; *Cosmicomics* retells cosmology as family drama; *If on a winter's night* is a meta-novel about reading itself. *Six Memos* (lightness, quickness, exactitude, visibility, multiplicity, and the unwritten consistency) is a concise manifesto for modern craft in any medium, not just prose.",Urban Planning (v6)|Borges|Rhetoric & Narrative (v5)|Architecture,v6-urban-planning-and-urbanism|||,,4,"Language, Signs & Representation",research-topics-v7.md,2026-04-16
v7-ursula-k-le-guin,v7,A18,Ursula K. Le Guin,A,Group A — Individual Thinkers & Creators,,,,,The Left Hand of Darkness|The Dispossessed|A Wizard of Earthsea|The Carrier Bag Theory of Fiction|The Lathe of Heaven,"Left Hand of Darkness, The Dispossessed",Science fiction as moral and political philosophy,"Science fiction as serious moral and political philosophy. Le Guin's Hainish novels stage thought experiments about gender (*The Left Hand of Darkness*), anarchism (*The Dispossessed*), and communication across genuine difference (*Always Coming Home*); the Earthsea books re-centre fantasy away from Tolkien's European template. Her essays (*Dancing at the Edge of the World*, *Words Are My Matter*) are models of critical generosity, and the 2014 National Book Award speech is still worth re-reading annually.",Political Philosophy (Group D)|Anthropology (v5)|Ethics (Group D)|Comparative Mythology (v6),v7-political-philosophy|v5-anthropology-cultural-evolution-and-technology-studies|v7-ethics-consequentialism-deontology-virtue|v6-comparative-mythology-and-depth-psychology,,4,"Language, Signs & Representation",research-topics-v7.md,2026-04-16
v7-dieter-rams,v7,A19,Dieter Rams,A,Group A — Individual Thinkers & Creators,,,,,Braun|Vitsoe|the Ten Principles of Good Design|the 606 Universal Shelving System,"Braun, Vitsoe, Ten Principles","Less, but better — as sixty years of practice","Sixty years of designing objects — radios, record players, shelving, kitchen appliances — that other designers have been quietly copying ever since (the Apple iPod, iMac, and Calculator lineage is a direct homage). Rams's Ten Principles (""good design is as little design as possible,"" ""good design is thorough down to the last detail,"" ""less, but better"") are often cited but rarely practiced. His work at Braun and Vitsoe is a masterclass in what quiet design discipline can accomplish over decades.",Pattern Languages (v5)|HCI|Design of Everyday Things (Group B)|Industrial Design,v5-pattern-languages-design-methods-and-morphological-analysis|v5-human-computer-interaction-and-interface-design|v7-the-design-of-everyday-things|,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-tadao-ando,v7,A20,Tadao Ando,A,Group A — Individual Thinkers & Creators,,,,,Church of the Light|Row House in Sumiyoshi|the Benesse Art Site Naoshima|the Pulitzer Arts Foundation|4x4 House,"Church of the Light, Naoshima","Concrete as sacred material, light as subject","Concrete as sacred material, light as subject. Ando — a self-taught former boxer — works almost entirely in sited monolithic concrete, with geometry borrowed from the Japanese concept of *ma* (negative space as active element). His writings insist that architecture is a means of making people aware of nature and time. The smooth board-formed concrete he popularized is an entire industry's worth of imitation; the original is still quietly better than any of them.",Architecture|Japanese Aesthetics|Phenomenology|Louis Kahn,|v7-japanese-aesthetics|v5-phenomenology-and-embodied-experience|v7-louis-kahn,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-frank-lloyd-wright,v7,A21,Frank Lloyd Wright,A,Group A — Individual Thinkers & Creators,,,,,Fallingwater|Taliesin|the Robie House|the Guggenheim Museum|Broadacre City|the Usonian homes,"Fallingwater, Robie House, Guggenheim",Organic architecture from Prairie to Usonian,"The progenitor of organic architecture. Wright rejected Beaux-Arts symmetry in favour of buildings that grew from their sites, pioneered the open plan, integrated textile and stained-glass design, and worked at every scale from the single chair to the urban master plan (*Broadacre City*). His autobiography is equal parts self-mythology and genuine architectural manifesto; *The Natural House* and *A Testament* are more disciplined reads.",Architecture|Christopher Alexander|Pattern Languages (v5)|Louis Kahn,||v5-pattern-languages-design-methods-and-morphological-analysis|v7-louis-kahn,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-louis-kahn,v7,A22,Louis Kahn,A,Group A — Individual Thinkers & Creators,,,,,Kimbell Art Museum|Salk Institute|National Assembly in Dhaka|Phillips Exeter Library|Yale Center for British Art,"Kimbell, Salk, Dhaka, Exeter","""What does the brick want to be?"" — structure, silence, light","Kahn arrived late, worked slowly, and built almost nothing — yet every one of his buildings is among the most celebrated of the 20th century. His famous question to a brick (""what do you want to be?"") is a design attitude more than a metaphysics: the material, the structure, the light, and the programme must all be in agreement before the design is considered honest. The documentary *My Architect* by his son Nathaniel is among the best films about architecture ever made.",Architecture|Christopher Alexander|Phenomenology|Tadao Ando,||v5-phenomenology-and-embodied-experience|v7-tadao-ando,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-leonardo-da-vinci,v7,A23,Leonardo da Vinci,A,Group A — Individual Thinkers & Creators,,,,,The Codex Atlanticus|Codex Leicester|the Mona Lisa|the Vitruvian Man|anatomical studies|hydraulic and flight notebooks,"Codex Atlanticus, Codex Leicester",The integrative notebook as a way of thinking,"The original exemplar of the integrative notebook as a way of thinking. Leonardo's 7,000+ surviving pages cross-reference anatomy, hydraulics, botany, painting, military engineering, architecture, and musings on the nature of observation. Walter Isaacson's biography is a fine modern entry point; the digitized codices (British Library, Bibliothèque Nationale, the Codex Arundel) are a primary-source rabbit hole in themselves. A useful case study of how a single mind can productively cross domains when given enough time and patronage.


---",Buckminster Fuller|Memory & Mnemonics (v6)|Art History|Observation as Method,|||,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-g-del-escher-bach-an-eternal-golden-braid,v7,B1,"Gödel, Escher, Bach: An Eternal Golden Braid",B,Group B — Specific Books & Seminal Texts,,,,,Douglas Hofstadter|1979,"Hofstadter, 1979",Self-reference and strange loops as the spine of mind,"A sprawling, patient, playful investigation of self-reference and strange loops as the core structure of mind. Alternating dialogues between Achilles and the Tortoise with chapters on Gödel's incompleteness theorem, Bach's crab canons, Escher's impossible figures, formal systems, genetics, ant colonies, and Zen. No book in the vault is closer in spirit to what the vault itself is trying to do. Hofstadter's later *Fluid Concepts and Creative Analogies* and *Surfaces and Essences* are the follow-on research programme.",Theory of Computation|Philosophy of Mind|Music Theory|Escher|Metaphor Theory (v6),|v5-philosophy-of-mind-and-consciousness|||v6-metaphor-theory-and-conceptual-blending,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-structure-and-interpretation-of-computer-programs-sicp,v7,B2,Structure and Interpretation of Computer Programs (SICP),B,Group B — Specific Books & Seminal Texts,,,,,Harold Abelson & Gerald Jay Sussman|1985 (2nd ed. 1996),"Abelson & Sussman, 1985","Abstraction, not syntax, is the subject of programming","The introductory CS textbook that teaches *abstraction* rather than syntax. Scheme is the medium, not the message; the argument is that programming is about controlling complexity, and that complexity yields to a small set of techniques — data abstraction, higher-order procedures, message-passing, metalinguistic abstraction — applied with discipline. The MIT 6.001 lectures (with Sussman and Abelson in ties and sweaters) are still among the best programming talks ever recorded.",Theory of Computation|Functional Programming (v6)|Compiler Design (v5)|Rich Hickey,|v6-functional-programming-and-lambda-calculus|v5-compiler-design-and-programming-language-theory|v7-rich-hickey,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-thinking-in-systems-a-primer,v7,B3,Thinking in Systems: A Primer,B,Group B — Specific Books & Seminal Texts,,,,,Donella H. Meadows|2008 (posthumous),"Meadows, 2008","Stocks, flows, leverage points, in plain English","The most readable introduction to systems dynamics ever written. Meadows worked on *Limits to Growth*, ran the Sustainability Institute at Dartmouth, and could translate feedback-loop thinking into plain English without losing precision. Stocks and flows, balancing vs. reinforcing loops, delays, leverage points, and the twelve places to intervene in a system are all here. Meadows is already a key figure in v5's Systems Thinking topic; the book rewards direct reading.",Systems Thinking (v5)|Cybernetics|Ecology (v6)|Cliodynamics (v6),v5-systems-thinking-and-system-dynamics|v5-cybernetics-and-control-theory|v6-ecology-and-ecosystem-dynamics|v6-cliodynamics-and-mathematical-history,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-the-sciences-of-the-artificial,v7,B4,The Sciences of the Artificial,B,Group B — Specific Books & Seminal Texts,,,,,Herbert A. Simon|1969 (3rd ed. 1996),"Simon, 1969",Design deserves its own science,"Simon's slender but densely packed argument that *design* — the making of artificial systems to achieve goals under constraints — deserves its own science, distinct from but related to the natural sciences. Satisficing, bounded rationality, the parable of the ant on the beach, and the architecture of complexity all appear here. A foundational text for HCI, AI, design research, and organization theory alike.",Decision Theory (v5)|HCI|Pattern Languages (v5)|Bounded Rationality,v5-decision-theory-and-rationality|v5-human-computer-interaction-and-interface-design|v5-pattern-languages-design-methods-and-morphological-analysis|,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-the-mythical-man-month,v7,B5,The Mythical Man-Month,B,Group B — Specific Books & Seminal Texts,,,,,Frederick P. Brooks|1975 (anniversary edition 1995),"Brooks, 1975",Conceptual integrity and the second-system effect,"Lessons from the IBM System/360 project, written with the unusual humility of an architect who shipped the thing. Brooks's Law (""adding manpower to a late software project makes it later""), conceptual integrity, the second-system effect, and the landmark ""No Silver Bullet"" essay all enter the software-engineering vocabulary here. Still assigned for good reason; the 1995 retrospective essay is a useful twenty-year self-critique.",Building Microservices|DDIA|Software Architecture|Collective Intelligence (v5),|||v5-collective-intelligence-and-coordination-systems,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-domain-driven-design,v7,B6,Domain-Driven Design,B,Group B — Specific Books & Seminal Texts,,,,,Eric Evans|2003,"Evans, 2003",Bounded contexts and ubiquitous language,"The book that introduced bounded contexts, ubiquitous language, aggregates, and the discipline of making the domain model *and the code that runs it* the same object. DDD is now standard vocabulary for modern backend architecture; reading the source text still pays off because Evans is clearer about *why* than any of the ""DDD in a nutshell"" takeaways. Vaughn Vernon's *Implementing Domain-Driven Design* is the practical companion.",Building Microservices|DDIA|Software Architecture|Compiler Design (v5),|||v5-compiler-design-and-programming-language-theory,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-zen-and-the-art-of-motorcycle-maintenance,v7,B7,Zen and the Art of Motorcycle Maintenance,B,Group B — Specific Books & Seminal Texts,,,,,Robert M. Pirsig|1974,"Pirsig, 1974",*Quality* as a metaphysical category,"A father-son motorcycle trip across the American Midwest that unfolds into a sustained philosophical inquiry into *Quality* — a category that Pirsig argues precedes the distinction between subject and object. Variously classified as memoir, novel, and philosophy, the book is still a unique blend of engineering craft, Zen, Greek philosophy, and mental-health narrative. Pirsig's sequel *Lila* develops the Metaphysics of Quality more formally.",Greek Philosophy|Eastern Philosophy|Craft Practice|Phenomenology (v5),|v5-eastern-philosophy||v5-phenomenology-and-embodied-experience,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-finite-and-infinite-games,v7,B8,Finite and Infinite Games,B,Group B — Specific Books & Seminal Texts,,,,,James P. Carse|1986,"Carse, 1986","Two kinds of play, two kinds of life","A short, aphoristic book structured as 101 numbered propositions. Carse distinguishes *finite games* (played for the purpose of winning) from *infinite games* (played for the purpose of continuing the play), and then uses that distinction as a lens on sex, religion, politics, war, art, and nature. Stewart Brand has called it one of the most important books he has ever read; Kevin Kelly has used it as the conceptual backbone of *The Inevitable*.",Game Theory (v5)|Philosophy of Mind|Eastern Philosophy|Stewart Brand (Group B),v5-game-theory-and-mechanism-design|v5-philosophy-of-mind-and-consciousness|v5-eastern-philosophy|,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-seeing-like-a-state,v7,B9,Seeing Like a State,B,Group B — Specific Books & Seminal Texts,,,,,James C. Scott|1998,"Scott, 1998","Legibility, metis, and the failure of high modernism","How and why large-scale schemes to improve the human condition — scientific forestry, high-modernist city planning, collectivized agriculture, Ujamaa villages — fail. Scott's concepts of *legibility*, *metis* (practical local knowledge), and *high modernism* have become indispensable vocabulary for anyone designing institutions, software systems, or public policy. His later *Against the Grain* and *The Art of Not Being Governed* are natural sequels.",Urban Planning (v6)|Anthropology (v5)|Systems Thinking (v5)|Political Philosophy (Group D),v6-urban-planning-and-urbanism|v5-anthropology-cultural-evolution-and-technology-studies|v5-systems-thinking-and-system-dynamics|v7-political-philosophy,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-ways-of-seeing,v7,B10,Ways of Seeing,B,Group B — Specific Books & Seminal Texts,,,,,John Berger|1972,"Berger, 1972",The social politics of the image,"Companion to the four-part BBC series of the same name. Berger argues that the meaning of images is always socially constructed and that the conventions of Western oil painting encode specific ideologies around property, gender, and power. A short book that permanently changes how one reads a gallery wall — essential alongside any study of photography, advertising, or visual rhetoric.",Aesthetics (v5)|Semiotics|Media Theory (v5)|Photography (v5),v5-aesthetics-and-philosophy-of-art|v5-semiotics-structuralism-and-the-science-of-signs|v5-media-theory-and-philosophy-of-technology|v5-photography-and-optics,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-how-buildings-learn,v7,B11,How Buildings Learn,B,Group B — Specific Books & Seminal Texts,,,,,Stewart Brand|1994,"Brand, 1994",Shearing layers of change; pace layering,"Why buildings change over time and which ones change well. Brand introduces the idea of *shearing layers of change* — Site, Structure, Skin, Services, Space plan, Stuff — moving at different rates, and argues that good architecture respects that difference. Directly applicable to software (""pace layering"" has become standard vocabulary in systems architecture), institutions, and personal knowledge systems. The accompanying BBC series is out there in various forms.",Architecture|Pattern Languages (v5)|Software Architecture|Christopher Alexander,|v5-pattern-languages-design-methods-and-morphological-analysis||,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-on-growth-and-form,v7,B12,On Growth and Form,B,Group B — Specific Books & Seminal Texts,,,,,D'Arcy Wentworth Thompson|1917 (revised 1942),"D'Arcy Thompson, 1917",Foundational mathematical biology,"The foundational text of mathematical biology. Thompson asks why organisms take the shapes they do and answers in terms of surface tension, mechanical forces, logarithmic spirals, and affine transformations — a century before ""evo-devo"" was a phrase. Cited by Alan Turing in his morphogenesis paper, by Stephen Jay Gould throughout his career, and by almost everyone working in developmental biology and generative design. Thompson is already a key figure in v5's Morphogenesis topic, but the primary text itself — full of beautiful hand-drawn illustrations — is worth a slow read of its own.",Morphogenesis (v5)|Evolution|Biomimicry (v6)|Fractal Geometry (v6),v5-morphogenesis-and-biological-pattern-formation||v5-biomimicry-and-nature-inspired-design|v6-fractal-geometry-and-self-similarity,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-the-road-to-reality,v7,B13,The Road to Reality,B,Group B — Specific Books & Seminal Texts,,,,,Roger Penrose|2004,"Penrose, 2004","All of modern physics, from fractions to twistors","A ""complete guide to the laws of the universe,"" starting from fractions and ending at twistor theory, with every mathematical step supplied. Over 1,100 pages, Penrose works through complex analysis, manifolds, Lie groups, quantum field theory, and general relativity, while inserting his own heterodox views on consciousness, the measurement problem, and physical law. Either the world's most ambitious popular-physics book or the world's friendliest graduate-level reference — probably both.",Relativity|Quantum Mechanics (Group D)|Geometry & Topology|Mathematical Physics (v5),|v7-quantum-mechanics-as-physics||v5-mathematical-physics-and-symmetry,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-the-design-of-everyday-things,v7,B14,The Design of Everyday Things,B,Group B — Specific Books & Seminal Texts,,,,,Donald A. Norman|1988 (revised 2013),"Norman, 1988","Affordances, signifiers, gulfs of execution and evaluation","The original and still clearest treatment of affordances, signifiers, feedback, mapping, and the Gulf of Execution / Gulf of Evaluation in everyday object design. Norman's doors, stoves, and nuclear-plant control rooms taught a generation of designers that ""user error"" usually means ""design error."" Norman is cited as a figure in v5's HCI and Ecological Psychology entries; the book itself — like DDIA — rewards reading cover-to-cover on its own terms. The revised edition adds substantial material on service design and emotional design.


---",HCI|Ecological Psychology (v5)|Pattern Languages (v5)|Dieter Rams (Group A),v5-human-computer-interaction-and-interface-design|v5-ecological-psychology-and-affordance-theory|v5-pattern-languages-design-methods-and-morphological-analysis|v7-dieter-rams,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-horology-and-mechanical-watchmaking,v7,C1,Horology & Mechanical Watchmaking,C,Group C — Craft-Focused Deep Dives,,,,,Breguet|Arnold|Dufour|A. Lange & Söhne|the Swiss and English traditions,"Breguet, Dufour, Daniels",Measuring time in steel and jewels,"The art of measuring time in steel and jewels. Escapements (lever, detent, chronometer, co-axial), tourbillons, perpetual calendars, minute repeaters, striking complications, and the long rivalry between the English chronometer tradition and the Swiss jewel-watch tradition. A rare craft where the physics, the precision engineering, and the ornamental hand-finishing (anglage, Geneva stripes, black polish) are all first-class considerations. George Daniels's *Watchmaking* and Philippe Dufour's interviews are primary sources.",Chronobiology (v6)|Musical Acoustics (v5)|Industrial Design|Materials Science (v5),v6-chronobiology-and-circadian-rhythms|v5-musical-acoustics-and-psychoacoustics||v5-materials-science-metamaterials-and-programmable-matter,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-japanese-joinery-and-traditional-woodworking,v7,C2,Japanese Joinery & Traditional Woodworking,C,Group C — Craft-Focused Deep Dives,,,,,Shokunin tradition|Tatsuo Onishi|the sashimono and miyadaiku disciplines|George Nakashima,"Shokunin tradition, Nakashima",Wooden structure without metal fasteners,"Wooden buildings and furniture assembled without metal fasteners, through dozens of named joints (*kanawa tsugi*, *ari shiguchi*, *dado-nuki*, and many more). The tradition is as much about reading a specific piece of wood — its grain, moisture, species, and history — as about executing a technique. *The Art of Japanese Joinery* (Seike), *The Soul of a Tree* (Nakashima), and the documentary series on temple carpenter Tsunekazu Nishioka are good starting points.",Architecture|Christopher Alexander|Craft Mastery|Japanese Aesthetics (Group D),|||v7-japanese-aesthetics,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-luthiery,v7,C3,Luthiery,C,Group C — Craft-Focused Deep Dives,,,,,Stradivari|Guarneri|Antonio de Torres (guitar)|the Cremonese tradition|modern makers like Samuel Zygmuntowicz,"Stradivari, Cremonese tradition",Stringed-instrument making as physics + craft,"Making stringed instruments — violins, guitars, cellos, lutes — is a synthesis of wood science, acoustics, geometry, and personal hand-feel. The Cremonese secret is mostly gone; what remains is two hundred years of attempted reverse-engineering, plus a new generation of computational luthiers using finite-element analysis and modal-matching. *The Strad* magazine archives and the Violin Society of America's journals document the current state of the art.",Musical Acoustics (v5)|Music Theory|Software Synthesizer|Materials Science (v5),v5-musical-acoustics-and-psychoacoustics|||v5-materials-science-metamaterials-and-programmable-matter,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-letterpress-hand-typesetting-and-bookbinding,v7,C4,"Letterpress, Hand Typesetting & Bookbinding",C,Group C — Craft-Focused Deep Dives,,,,,Gutenberg|Bodoni|William Morris & the Kelmscott Press|modern fine presses (Arion|Thornwillow|the Whittington Press),"Gutenberg, Morris, Kelmscott",The physical substrate of typography,"The physical substrate of what v5's Typography topic treats abstractly. Setting metal type by hand, understanding the feel of a slug of lead, binding signatures, sewing cords, gilding edges, marbling endpapers: each is a self-contained craft. Useful not just as nostalgia but as a way of understanding *why* digital typography makes the decisions it does. Bringhurst's *Elements of Typographic Style* bridges the print and digital worlds.",Typography (v5)|Writing Systems (v5)|Memory & Mnemonics (v6)|Craft Mastery,v5-typography-and-graphic-design-history|v5-writing-systems-notation-and-symbolic-representation||,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-calligraphy-chinese-japanese-islamic-and-latin-traditions-in-comparison,v7,C5,"Calligraphy — Chinese, Japanese, Islamic, and Latin Traditions in Comparison",C,Group C — Craft-Focused Deep Dives,,,,,Wang Xizhi|Ogata Kōrin|Ibn Muqla|Edward Johnston|modern practitioners,"Wang Xizhi, Ibn Muqla, Johnston","Four radically different answers to ""how should writing look?""","Four traditions with radically different answers to the question ""how should writing look?"" Studied side by side, they illuminate everything: the brush vs. the reed vs. the quill; the aesthetics of the character vs. the aesthetics of the line; the relationship between script and sacred text; the role of the body, the breath, and the moment. Peter Lu's work on Islamic scripts and Shigemi Komatsu's on Japanese *kana* are fine starting points; Johnston's *Writing & Illuminating & Lettering* is the Arts-and-Crafts-era primer that still reads well.",Typography (v5)|Writing Systems (v5)|Semiotics|Islamic Geometric Patterns (v6),v5-typography-and-graphic-design-history|v5-writing-systems-notation-and-symbolic-representation|v5-semiotics-structuralism-and-the-science-of-signs|v6-islamic-geometric-patterns-and-ornament,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-ceramics-and-kiln-traditions,v7,C6,Ceramics & Kiln Traditions,C,Group C — Craft-Focused Deep Dives,,,,,Raku|Shōji Hamada|Bernard Leach|the anagama and noborigama kiln traditions|Song Dynasty celadons,"Hamada, Leach, mingei","Chemistry + physics + form, fired together","Pottery turns out to contain an enormous chemistry problem (glazes and body formulation) wrapped in an enormous physics problem (kiln firing schedules and reduction atmospheres) wrapped in a design problem (form, weight, tactility). The mingei folk-craft movement of Yanagi Sōetsu connects pottery to a whole philosophy of everyday beauty. Wood-fired anagama kilns run for days and their ash becomes part of the glaze; digitally-controlled electric kilns make entirely different aesthetic trade-offs.",Japanese Aesthetics (Group D)|Materials Science (v5)|Craft Mastery|Chemistry,v7-japanese-aesthetics|v5-materials-science-metamaterials-and-programmable-matter||,,6,Design & Making,research-topics-v7.md,2026-04-16
v7-fermentation-and-traditional-food-biotechnology,v7,C7,Fermentation & Traditional Food Biotechnology,C,Group C — Craft-Focused Deep Dives,,,,,Sandor Katz|Noma's fermentation lab|miso|koji|sourdough|kimchi|lambic beer|natural wine,"Katz, Noma fermentation lab",Living cultures as self-sustaining systems,Applied microbiology with thousands of years of empirical refinement. *The Art of Fermentation* (Katz) is the readable encyclopedia; *The Noma Guide to Fermentation* is the modernist-restaurant adaptation. Connecting threads run everywhere: living cultures as self-sustaining systems; flavor as a function of microbial succession; preservation without refrigeration; the Aspergillus oryzae (koji) as the most industrially consequential fungus you have never heard of.,Ecology (v6)|Cell & Molecular Biology (Group D)|Chemistry|Craft Mastery,v6-ecology-and-ecosystem-dynamics|v7-cell-and-molecular-biology||,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
